id,referencia,poliza_id,vehiculo_id,asegurado_id,fecha_siniestro,lugar,responsable,importe_estimada,estado,Nombre,Apellido
547,SIN000547,75,75,75,2023-02-03,Valencia,True,4712.4,ABIERTA,Jan,Pereira
548,SIN000548,75,75,75,2022-01-07,Madrid,True,5647.39,ABIERTA,Jan,Pereira
549,SIN000549,76,76,76,2024-02-09,Valencia,True,6793.36,EN_TRAMITE,Jan,Pereira
550,SIN000550,76,76,76,2020-03-28,Barcelona,True,7835.29,EN_TRAMITE,Jan,Pereira
551,SIN000551,76,76,76,2023-12-05,Barcelona,True,4978.11,EN_TRAMITE,Jan,Pereira
552,SIN000552,76,76,76,2020-03-21,Barcelona,True,6220.34,ABIERTA,Jan,Pereira
553,SIN000553,76,76,76,2020-09-09,Madrid,True,6223.52,ABIERTA,Jan,Pereira
554,SIN000554,76,76,76,2022-12-17,Valencia,True,6680.66,ABIERTA,Jan,Pereira
555,SIN000555,76,76,76,2022-01-13,Valencia,True,3782.13,ABIERTA,Jan,Pereira
556,SIN000556,76,76,76,2020-03-06,Barcelona,True,4353.79,EN_TRAMITE,Jan,Pereira
557,SIN000557,76,76,76,2020-08-05,Barcelona,True,5721.62,EN_TRAMITE,Jan,Pereira
558,SIN000558,77,77,77,2020-04-23,Barcelona,True,4615.76,ABIERTA,Jan,Pereira
559,SIN000559,77,77,77,2024-07-07,Valencia,True,7960.99,ABIERTA,Jan,Pereira
560,SIN000560,77,77,77,2024-07-25,Madrid,True,6902.93,ABIERTA,Jan,Pereira
561,SIN000561,77,77,77,2020-03-23,Barcelona,True,6460.34,EN_TRAMITE,Jan,Pereira
562,SIN000562,77,77,77,2022-02-02,Madrid,True,3947.62,EN_TRAMITE,Jan,Pereira
563,SIN000563,77,77,77,2023-11-11,Barcelona,True,3701.81,EN_TRAMITE,Jan,Pereira
564,SIN000564,77,77,77,2024-03-22,Valencia,True,4345.48,EN_TRAMITE,Jan,Pereira
565,SIN000565,77,77,77,2023-10-13,Barcelona,True,7883.04,EN_TRAMITE,Jan,Pereira
566,SIN000566,77,77,77,2023-02-12,Barcelona,True,6933.68,ABIERTA,Jan,Pereira
567,SIN000567,78,78,78,2024-01-04,Valencia,True,4245.97,EN_TRAMITE,Jan,Pereira
568,SIN000568,78,78,78,2022-11-20,Barcelona,True,6069.39,EN_TRAMITE,Jan,Pereira
569,SIN000569,78,78,78,2023-07-08,Barcelona,True,6574.59,EN_TRAMITE,Jan,Pereira
570,SIN000570,78,78,78,2024-04-10,Valencia,True,7310.2,EN_TRAMITE,Jan,Pereira
571,SIN000571,78,78,78,2021-03-03,Barcelona,True,4300.25,ABIERTA,Jan,Pereira
572,SIN000572,78,78,78,2021-07-09,Madrid,True,6948.65,EN_TRAMITE,Jan,Pereira
573,SIN000573,78,78,78,2024-11-12,Valencia,True,4539.64,ABIERTA,Jan,Pereira
574,SIN000574,79,79,79,2022-02-16,Valencia,True,7287.65,ABIERTA,Jan,Pereira
575,SIN000575,79,79,79,2021-02-27,Madrid,True,3790.09,ABIERTA,Jan,Pereira
576,SIN000576,79,79,79,2023-04-03,Valencia,True,6967.98,EN_TRAMITE,Jan,Pereira
577,SIN000577,79,79,79,2024-07-01,Madrid,True,7000.26,ABIERTA,Jan,Pereira
578,SIN000578,79,79,79,2024-04-12,Barcelona,True,5829.44,EN_TRAMITE,Jan,Pereira
579,SIN000579,79,79,79,2020-05-29,Barcelona,True,3716.97,EN_TRAMITE,Jan,Pereira
580,SIN000580,79,79,79,2022-10-28,Barcelona,True,5797.91,EN_TRAMITE,Jan,Pereira
581,SIN000581,79,79,79,2020-10-23,Madrid,True,5122.31,ABIERTA,Jan,Pereira
582,SIN000582,79,79,79,2020-04-26,Madrid,True,5001.09,ABIERTA,Jan,Pereira
583,SIN000583,80,80,80,2022-09-23,Barcelona,True,4478.62,ABIERTA,Jan,Pereira
584,SIN000584,80,80,80,2023-03-13,Madrid,True,7219.71,ABIERTA,Jan,Pereira
585,SIN000585,80,80,80,2021-09-11,Valencia,True,6090.07,EN_TRAMITE,Jan,Pereira
586,SIN000586,80,80,80,2022-08-17,Barcelona,True,6700.9,ABIERTA,Jan,Pereira
587,SIN000587,80,80,80,2020-11-18,Valencia,True,6217.3,ABIERTA,Jan,Pereira
588,SIN000588,80,80,80,2021-05-28,Barcelona,True,4274.36,EN_TRAMITE,Jan,Pereira
589,SIN000589,81,81,81,2020-06-24,Barcelona,True,5586.41,EN_TRAMITE,Jan,Pereira
590,SIN000590,81,81,81,2024-10-07,Madrid,True,7663.93,ABIERTA,Jan,Pereira
591,SIN000591,81,81,81,2023-10-23,Barcelona,True,6140.22,EN_TRAMITE,Jan,Pereira
592,SIN000592,81,81,81,2020-09-06,Valencia,True,5301.33,EN_TRAMITE,Jan,Pereira
593,SIN000593,81,81,81,2021-05-21,Barcelona,True,4736.61,ABIERTA,Jan,Pereira
594,SIN000594,81,81,81,2023-10-10,Barcelona,True,4311.84,EN_TRAMITE,Jan,Pereira
595,SIN000595,81,81,81,2023-08-21,Barcelona,True,4736.95,EN_TRAMITE,Jan,Pereira
596,SIN000596,81,81,81,2020-02-19,Barcelona,True,4785.36,ABIERTA,Jan,Pereira
597,SIN000597,81,81,81,2024-01-21,Valencia,True,7099.61,ABIERTA,Jan,Pereira
598,SIN000598,81,81,81,2023-08-01,Madrid,True,5618.18,ABIERTA,Jan,Pereira
599,SIN000599,82,82,82,2024-01-20,Barcelona,True,6832.84,ABIERTA,Jan,Pereira
600,SIN000600,82,82,82,2020-06-05,Barcelona,True,4923.04,ABIERTA,Jan,Pereira
601,SIN000601,82,82,82,2022-01-20,Barcelona,True,5557.35,EN_TRAMITE,Jan,Pereira
602,SIN000602,82,82,82,2023-08-09,Barcelona,True,5567.22,ABIERTA,Jan,Pereira
603,SIN000603,82,82,82,2022-11-22,Barcelona,True,6541.08,EN_TRAMITE,Jan,Pereira
604,SIN000604,82,82,82,2023-11-06,Barcelona,True,7287.28,EN_TRAMITE,Jan,Pereira
605,SIN000605,82,82,82,2024-04-09,Barcelona,True,7253.83,EN_TRAMITE,Jan,Pereira
606,SIN000606,82,82,82,2023-07-14,Barcelona,True,7588.64,EN_TRAMITE,Jan,Pereira
607,SIN000607,83,83,83,2022-10-06,Barcelona,True,4865.7,ABIERTA,Jan,Pereira
608,SIN000608,83,83,83,2020-03-30,Madrid,True,3584.11,ABIERTA,Jan,Pereira
609,SIN000609,83,83,83,2023-01-05,Valencia,True,4610.08,EN_TRAMITE,Jan,Pereira
610,SIN000610,83,83,83,2021-06-21,Barcelona,True,6113.44,ABIERTA,Jan,Pereira
611,SIN000611,83,83,83,2022-04-04,Madrid,True,7713.55,ABIERTA,Jan,Pereira
612,SIN000612,83,83,83,2020-11-28,Barcelona,True,7786.69,ABIERTA,Jan,Pereira
613,SIN000613,83,83,83,2022-05-09,Barcelona,True,7060.61,EN_TRAMITE,Jan,Pereira
614,SIN000614,83,83,83,2020-09-01,Valencia,True,6228.5,ABIERTA,Jan,Pereira
615,SIN000615,83,83,83,2024-11-15,Valencia,True,3940.53,EN_TRAMITE,Jan,Pereira
616,SIN000616,83,83,83,2021-11-08,Barcelona,True,6159.46,EN_TRAMITE,Jan,Pereira
617,SIN000617,84,84,84,2022-09-15,Barcelona,True,3574.92,ABIERTA,Jan,Pereira
618,SIN000618,84,84,84,2022-02-16,Barcelona,True,5130.32,ABIERTA,Jan,Pereira
619,SIN000619,84,84,84,2024-02-28,Valencia,True,4074.52,EN_TRAMITE,Jan,Pereira
620,SIN000620,84,84,84,2020-11-26,Valencia,True,5261.79,ABIERTA,Jan,Pereira
621,SIN000621,84,84,84,2020-03-16,Valencia,True,6471.13,ABIERTA,Jan,Pereira
622,SIN000622,84,84,84,2020-07-07,Barcelona,True,5636.03,EN_TRAMITE,Jan,Pereira
623,SIN000623,84,84,84,2024-12-22,Barcelona,True,6686.79,ABIERTA,Jan,Pereira
624,SIN000624,84,84,84,2022-05-27,Madrid,True,7400.0,EN_TRAMITE,Jan,Pereira
625,SIN000625,85,85,85,2024-05-04,Valencia,True,4378.67,ABIERTA,Jan,Pereira
626,SIN000626,85,85,85,2022-08-25,Barcelona,True,4749.09,ABIERTA,Jan,Pereira
627,SIN000627,85,85,85,2023-01-26,Barcelona,True,4057.76,ABIERTA,Jan,Pereira
628,SIN000628,85,85,85,2021-11-28,Valencia,True,6708.12,EN_TRAMITE,Jan,Pereira
629,SIN000629,85,85,85,2023-06-04,Valencia,True,7567.15,EN_TRAMITE,Jan,Pereira
630,SIN000630,86,86,86,2023-02-10,Madrid,True,4385.31,EN_TRAMITE,Jan,Pereira
631,SIN000631,86,86,86,2021-02-21,Valencia,True,3902.01,EN_TRAMITE,Jan,Pereira
632,SIN000632,86,86,86,2022-03-03,Barcelona,True,6580.22,EN_TRAMITE,Jan,Pereira
633,SIN000633,86,86,86,2023-10-27,Madrid,True,4375.08,EN_TRAMITE,Jan,Pereira
634,SIN000634,86,86,86,2024-06-27,Valencia,True,5404.8,ABIERTA,Jan,Pereira
635,SIN000635,86,86,86,2022-05-16,Valencia,True,4900.12,ABIERTA,Jan,Pereira
636,SIN000636,86,86,86,2024-02-23,Barcelona,True,4309.66,EN_TRAMITE,Jan,Pereira
637,SIN000637,86,86,86,2022-12-20,Madrid,True,5165.4,ABIERTA,Jan,Pereira
638,SIN000638,86,86,86,2021-07-29,Valencia,True,4547.13,ABIERTA,Jan,Pereira
639,SIN000639,87,87,87,2024-06-30,Barcelona,True,5814.83,EN_TRAMITE,Jan,Pereira
640,SIN000640,87,87,87,2020-07-24,Barcelona,True,7124.82,EN_TRAMITE,Jan,Pereira
641,SIN000641,87,87,87,2023-06-20,Valencia,True,4433.7,ABIERTA,Jan,Pereira
642,SIN000642,87,87,87,2020-04-12,Barcelona,True,4176.38,ABIERTA,Jan,Pereira
643,SIN000643,87,87,87,2024-12-15,Barcelona,True,7643.97,ABIERTA,Jan,Pereira
644,SIN000644,87,87,87,2021-12-24,Madrid,True,7888.74,EN_TRAMITE,Jan,Pereira
645,SIN000645,87,87,87,2020-09-21,Madrid,True,5031.0,EN_TRAMITE,Jan,Pereira
646,SIN000646,87,87,87,2024-09-21,Valencia,True,6180.82,EN_TRAMITE,Jan,Pereira
647,SIN000647,87,87,87,2022-06-05,Barcelona,True,7552.43,ABIERTA,Jan,Pereira
648,SIN000648,87,87,87,2020-05-21,Madrid,True,3539.85,ABIERTA,Jan,Pereira
649,SIN000649,88,88,88,2021-10-14,Valencia,True,6514.87,ABIERTA,Jan,Pereira
650,SIN000650,88,88,88,2020-06-02,Barcelona,True,6646.45,EN_TRAMITE,Jan,Pereira
651,SIN000651,88,88,88,2020-10-04,Valencia,True,3984.88,EN_TRAMITE,Jan,Pereira
652,SIN000652,88,88,88,2020-03-08,Madrid,True,5769.76,ABIERTA,Jan,Pereira
653,SIN000653,88,88,88,2023-09-01,Valencia,True,4715.92,EN_TRAMITE,Jan,Pereira
654,SIN000654,88,88,88,2021-09-13,Madrid,True,3997.32,ABIERTA,Jan,Pereira
655,SIN000655,88,88,88,2021-04-17,Madrid,True,6750.94,ABIERTA,Jan,Pereira
656,SIN000656,88,88,88,2023-12-26,Madrid,True,6447.26,EN_TRAMITE,Jan,Pereira
657,SIN000657,88,88,88,2020-08-26,Barcelona,True,5217.2,ABIERTA,Jan,Pereira
658,SIN000658,88,88,88,2022-06-17,Barcelona,True,5972.01,EN_TRAMITE,Jan,Pereira
659,SIN000659,89,89,89,2021-03-19,Valencia,True,4698.55,EN_TRAMITE,Jan,Pereira
660,SIN000660,89,89,89,2024-11-16,Barcelona,True,6235.44,EN_TRAMITE,Jan,Pereira
661,SIN000661,89,89,89,2024-09-25,Valencia,True,4998.77,EN_TRAMITE,Jan,Pereira
662,SIN000662,89,89,89,2022-02-13,Valencia,True,6967.6,ABIERTA,Jan,Pereira
663,SIN000663,89,89,89,2020-01-26,Barcelona,True,4356.27,EN_TRAMITE,Jan,Pereira
664,SIN000664,89,89,89,2022-07-23,Valencia,True,5348.66,EN_TRAMITE,Jan,Pereira
665,SIN000665,89,89,89,2023-12-17,Valencia,True,5562.9,ABIERTA,Jan,Pereira
666,SIN000666,90,90,90,2023-07-22,Madrid,True,5706.13,ABIERTA,Jan,Pereira
667,SIN000667,90,90,90,2023-11-22,Valencia,True,5813.97,ABIERTA,Jan,Pereira
668,SIN000668,90,90,90,2020-06-20,Valencia,True,7759.02,ABIERTA,Jan,Pereira
669,SIN000669,90,90,90,2020-07-07,Barcelona,True,4074.96,EN_TRAMITE,Jan,Pereira
670,SIN000670,90,90,90,2024-06-11,Madrid,True,3787.6,ABIERTA,Jan,Pereira
671,SIN000671,90,90,90,2020-02-13,Barcelona,True,5518.33,ABIERTA,Jan,Pereira
672,SIN000672,90,90,90,2021-02-16,Barcelona,True,6582.61,ABIERTA,Jan,Pereira
673,SIN000673,91,91,91,2022-04-12,Valencia,True,4961.32,ABIERTA,Jan,Pereira
674,SIN000674,91,91,91,2022-08-16,Madrid,True,7060.98,EN_TRAMITE,Jan,Pereira
675,SIN000675,91,91,91,2024-12-20,Valencia,True,4431.76,EN_TRAMITE,Jan,Pereira
676,SIN000676,91,91,91,2021-08-30,Valencia,True,7544.04,ABIERTA,Jan,Pereira
677,SIN000677,91,91,91,2022-05-26,Valencia,True,4576.82,ABIERTA,Jan,Pereira
678,SIN000678,91,91,91,2024-10-15,Madrid,True,3514.45,ABIERTA,Jan,Pereira
679,SIN000679,91,91,91,2023-12-25,Madrid,True,7821.87,ABIERTA,Jan,Pereira
680,SIN000680,92,92,92,2021-09-27,Madrid,True,5700.91,ABIERTA,Jan,Pereira
681,SIN000681,92,92,92,2024-03-24,Madrid,True,4563.32,ABIERTA,Jan,Pereira
682,SIN000682,92,92,92,2023-04-17,Valencia,True,5225.78,EN_TRAMITE,Jan,Pereira
683,SIN000683,92,92,92,2024-06-29,Valencia,True,5946.53,EN_TRAMITE,Jan,Pereira
684,SIN000684,92,92,92,2020-07-11,Barcelona,True,6982.42,EN_TRAMITE,Jan,Pereira
685,SIN000685,92,92,92,2022-10-23,Madrid,True,6963.09,EN_TRAMITE,Jan,Pereira
686,SIN000686,92,92,92,2020-07-06,Madrid,True,4169.49,EN_TRAMITE,Jan,Pereira
687,SIN000687,93,93,93,2024-09-07,Barcelona,True,6396.63,EN_TRAMITE,Jan,Pereira
688,SIN000688,93,93,93,2021-04-24,Madrid,True,5646.51,ABIERTA,Jan,Pereira
689,SIN000689,93,93,93,2023-04-23,Barcelona,True,3728.5,ABIERTA,Jan,Pereira
690,SIN000690,93,93,93,2024-11-19,Valencia,True,3837.47,ABIERTA,Jan,Pereira
691,SIN000691,93,93,93,2023-06-20,Barcelona,True,6705.6,EN_TRAMITE,Jan,Pereira
692,SIN000692,94,94,94,2024-06-23,Valencia,True,3839.91,EN_TRAMITE,Jan,Pereira
693,SIN000693,94,94,94,2020-06-28,Madrid,True,7905.95,ABIERTA,Jan,Pereira
694,SIN000694,94,94,94,2023-11-04,Barcelona,True,7549.81,ABIERTA,Jan,Pereira
695,SIN000695,94,94,94,2024-08-09,Barcelona,True,5580.91,EN_TRAMITE,Jan,Pereira
696,SIN000696,94,94,94,2021-10-29,Madrid,True,3606.52,EN_TRAMITE,Jan,Pereira
697,SIN000697,95,95,95,2023-12-30,Barcelona,True,6247.23,ABIERTA,Jan,Pereira
698,SIN000698,95,95,95,2020-05-11,Madrid,True,5813.47,EN_TRAMITE,Jan,Pereira
699,SIN000699,95,95,95,2020-12-04,Barcelona,True,6679.35,ABIERTA,Jan,Pereira
700,SIN000700,95,95,95,2023-08-24,Valencia,True,3861.63,ABIERTA,Jan,Pereira
701,SIN000701,95,95,95,2023-02-04,Barcelona,True,6731.38,ABIERTA,Jan,Pereira
702,SIN000702,95,95,95,2024-09-14,Madrid,True,4912.12,ABIERTA,Jan,Pereira
703,SIN000703,95,95,95,2022-05-02,Barcelona,True,5110.55,EN_TRAMITE,Jan,Pereira
704,SIN000704,95,95,95,2023-12-08,Madrid,True,4832.56,EN_TRAMITE,Jan,Pereira
705,SIN000705,96,96,96,2023-12-16,Valencia,True,7184.65,ABIERTA,Jan,Pereira
706,SIN000706,96,96,96,2020-09-20,Barcelona,True,4817.71,ABIERTA,Jan,Pereira
707,SIN000707,96,96,96,2022-06-04,Madrid,True,4400.62,ABIERTA,Jan,Pereira
708,SIN000708,96,96,96,2020-02-27,Barcelona,True,6367.95,EN_TRAMITE,Jan,Pereira
709,SIN000709,96,96,96,2022-07-02,Madrid,True,4088.94,EN_TRAMITE,Jan,Pereira
710,SIN000710,97,97,97,2020-02-27,Barcelona,True,4546.73,ABIERTA,Jan,Pereira
711,SIN000711,97,97,97,2021-12-27,Barcelona,True,3604.46,EN_TRAMITE,Jan,Pereira
712,SIN000712,97,97,97,2023-11-16,Barcelona,True,7519.03,ABIERTA,Jan,Pereira
713,SIN000713,97,97,97,2024-08-14,Barcelona,True,4369.05,EN_TRAMITE,Jan,Pereira
714,SIN000714,97,97,97,2020-05-04,Madrid,True,4458.95,ABIERTA,Jan,Pereira
715,SIN000715,97,97,97,2020-03-21,Barcelona,True,5090.0,EN_TRAMITE,Jan,Pereira
716,SIN000716,97,97,97,2024-07-24,Madrid,True,4440.57,ABIERTA,Jan,Pereira
717,SIN000717,98,98,98,2022-06-18,Valencia,True,5379.43,ABIERTA,Jan,Pereira
718,SIN000718,98,98,98,2021-03-15,Valencia,True,5392.62,EN_TRAMITE,Jan,Pereira
719,SIN000719,98,98,98,2024-10-17,Valencia,True,5417.41,EN_TRAMITE,Jan,Pereira
720,SIN000720,98,98,98,2020-08-17,Barcelona,True,4591.9,ABIERTA,Jan,Pereira
721,SIN000721,98,98,98,2023-02-16,Madrid,True,5390.64,EN_TRAMITE,Jan,Pereira
722,SIN000722,98,98,98,2023-06-07,Barcelona,True,5876.36,EN_TRAMITE,Jan,Pereira
723,SIN000723,99,99,99,2024-04-25,Madrid,True,5178.3,ABIERTA,Jan,Pereira
724,SIN000724,99,99,99,2024-09-05,Madrid,True,5336.83,ABIERTA,Jan,Pereira
725,SIN000725,99,99,99,2022-08-25,Barcelona,True,6874.51,ABIERTA,Jan,Pereira
726,SIN000726,99,99,99,2021-08-09,Valencia,True,5954.8,ABIERTA,Jan,Pereira
727,SIN000727,99,99,99,2021-04-12,Valencia,True,5999.64,EN_TRAMITE,Jan,Pereira
728,SIN000728,99,99,99,2022-10-29,Barcelona,True,3876.21,EN_TRAMITE,Jan,Pereira
729,SIN000729,99,99,99,2024-04-17,Madrid,True,5990.05,EN_TRAMITE,Jan,Pereira
730,SIN000730,99,99,99,2020-04-14,Barcelona,True,6896.74,EN_TRAMITE,Jan,Pereira
731,SIN000731,99,99,99,2022-07-17,Madrid,True,5099.33,EN_TRAMITE,Jan,Pereira
732,SIN000732,100,100,100,2023-04-24,Valencia,True,7688.78,EN_TRAMITE,Jan,Pereira
733,SIN000733,100,100,100,2022-02-25,Valencia,True,7035.09,EN_TRAMITE,Jan,Pereira
734,SIN000734,100,100,100,2020-08-04,Madrid,True,4737.03,EN_TRAMITE,Jan,Pereira
735,SIN000735,100,100,100,2020-07-25,Valencia,True,4813.3,ABIERTA,Jan,Pereira
736,SIN000736,100,100,100,2022-04-10,Madrid,True,5929.69,ABIERTA,Jan,Pereira
737,SIN000737,100,100,100,2022-08-21,Barcelona,True,5462.53,EN_TRAMITE,Jan,Pereira
738,SIN000738,100,100,100,2023-12-01,Barcelona,True,7347.05,ABIERTA,Jan,Pereira
739,SIN000739,100,100,100,2024-06-05,Barcelona,True,4874.43,EN_TRAMITE,Jan,Pereira
740,SIN000740,102,102,102,2024-08-06,Málaga,False,731.98,CERRADA,Juan José,Pereira
741,SIN000741,108,108,108,2024-12-03,Granada,False,367.49,CERRADA,Juan José,Pereira
742,SIN000742,111,111,111,2022-09-19,Sevilla,False,311.58,CERRADA,Juan José,Pereira
743,SIN000743,113,113,113,2024-08-11,Sevilla,False,418.2,CERRADA,Juan José,Pereira
744,SIN000744,116,116,116,2024-10-15,Granada,False,696.23,CERRADA,Juan José,Pereira
745,SIN000745,118,118,118,2024-11-18,Granada,False,972.77,CERRADA,Juan José,Pereira
746,SIN000746,120,120,120,2022-03-09,Málaga,False,895.7,CERRADA,Juan José,Pereira
747,SIN000747,122,122,122,2023-02-08,Málaga,False,892.22,CERRADA,Juan José,Pereira
748,SIN000748,128,128,128,2024-04-03,Málaga,False,931.77,CERRADA,Juan José,Pereira
749,SIN000749,132,132,132,2024-01-14,Sevilla,False,467.03,CERRADA,Juan José,Pereira
750,SIN000750,137,137,137,2022-04-03,Sevilla,False,422.5,CERRADA,Juan José,Pereira
751,SIN000751,144,144,144,2022-07-11,Sevilla,False,444.32,CERRADA,Juan José,Pereira
752,SIN000752,145,145,145,2024-06-19,Sevilla,False,725.77,CERRADA,Juan José,Pereira
753,SIN000753,146,146,146,2022-05-24,Málaga,False,993.93,CERRADA,Juan José,Pereira
754,SIN000754,147,147,147,2023-07-23,Sevilla,False,946.42,CERRADA,Juan José,Pereira
755,SIN000755,148,148,148,2022-12-10,Granada,False,807.76,CERRADA,Juan José,Pereira
756,SIN000756,154,154,154,2024-02-29,Zaragoza,False,660.35,CERRADA,Antonio,Pereira
757,SIN000757,175,175,175,2024-02-01,Bilbao,False,232.79,CERRADA,Antonio,Pereira
758,SIN000758,179,179,179,2024-04-19,Bilbao,False,716.75,CERRADA,Antonio,Pereira
759,SIN000759,180,180,180,2023-01-25,Zaragoza,False,248.24,CERRADA,Antonio,Pereira
760,SIN000760,201,201,201,2023-05-06,Valencia,True,3667.13,EN_TRAMITE,Laura,Martínez
761,SIN000761,201,201,201,2022-09-11,Madrid,False,1688.58,EN_TRAMITE,Laura,Martínez
762,SIN000762,201,201,201,2022-03-28,Barcelona,False,3814.96,EN_TRAMITE,Laura,Martínez
763,SIN000763,203,203,203,2021-02-16,Madrid,True,2467.22,CERRADA,Sofía,García
764,SIN000764,203,203,203,2020-05-26,Valencia,False,1081.86,ABIERTA,Sofía,García
765,SIN000765,204,204,204,2020-09-21,Madrid,False,1160.76,ABIERTA,Carlos,Sánchez
766,SIN000766,204,204,204,2023-11-15,Valencia,True,2069.37,ABIERTA,Carlos,Sánchez
767,SIN000767,204,204,204,2024-05-03,Valencia,True,2451.42,ABIERTA,Carlos,Sánchez
768,SIN000768,207,207,207,2020-04-30,Sevilla,True,2283.28,ABIERTA,Sofía,Rodríguez
769,SIN000769,207,207,207,2021-06-13,Barcelona,False,3615.68,ABIERTA,Sofía,Rodríguez
770,SIN000770,207,207,207,2022-04-21,Sevilla,True,948.29,EN_TRAMITE,Sofía,Rodríguez
771,SIN000771,210,210,210,2022-08-22,Valencia,False,3542.69,ABIERTA,Laura,García
772,SIN000772,210,210,210,2020-10-13,Valencia,False,2122.02,CERRADA,Laura,García
773,SIN000773,211,211,211,2024-04-08,Sevilla,False,1926.48,CERRADA,Juan,González
774,SIN000774,211,211,211,2021-05-26,Barcelona,False,823.39,CERRADA,Juan,González
775,SIN000775,211,211,211,2024-11-12,Sevilla,True,3803.24,CERRADA,Juan,González
776,SIN000776,212,212,212,2020-04-14,Sevilla,False,3019.93,EN_TRAMITE,María,Sánchez
777,SIN000777,212,212,212,2023-01-02,Barcelona,True,3299.22,CERRADA,María,Sánchez
778,SIN000778,212,212,212,2023-11-02,Barcelona,True,1917.13,CERRADA,María,Sánchez
779,SIN000779,217,217,217,2021-12-11,Valencia,False,1972.46,CERRADA,Carlos,Rodríguez
780,SIN000780,217,217,217,2021-12-03,Madrid,False,3156.27,CERRADA,Carlos,Rodríguez
781,SIN000781,218,218,218,2024-06-01,Valencia,True,3172.66,CERRADA,María,García
782,SIN000782,218,218,218,2022-10-30,Madrid,True,1422.11,CERRADA,María,García
783,SIN000783,225,225,225,2020-12-08,Valencia,True,3117.37,EN_TRAMITE,María,López
784,SIN000784,226,226,226,2021-03-27,Barcelona,False,3226.03,CERRADA,Luis,Rodríguez
785,SIN000785,226,226,226,2020-07-28,Sevilla,True,1413.99,CERRADA,Luis,Rodríguez
786,SIN000786,226,226,226,2024-10-11,Valencia,True,573.58,CERRADA,Luis,Rodríguez
787,SIN000787,227,227,227,2021-08-11,Valencia,False,3377.27,CERRADA,Juan,Rodríguez
788,SIN000788,227,227,227,2024-03-21,Sevilla,True,3668.52,CERRADA,Juan,Rodríguez
789,SIN000789,228,228,228,2024-08-05,Sevilla,False,874.79,EN_TRAMITE,María,Martínez
790,SIN000790,228,228,228,2022-09-02,Madrid,False,2483.95,EN_TRAMITE,María,Martínez
791,SIN000791,228,228,228,2023-11-15,Madrid,True,1688.04,CERRADA,María,Martínez
792,SIN000792,229,229,229,2023-07-17,Sevilla,True,1335.81,ABIERTA,Ana,García
793,SIN000793,229,229,229,2020-10-04,Valencia,True,2349.09,ABIERTA,Ana,García
794,SIN000794,229,229,229,2022-08-29,Madrid,False,1000.64,CERRADA,Ana,García
795,SIN000795,230,230,230,2020-12-21,Sevilla,True,3952.74,CERRADA,Carlos,López
796,SIN000796,233,233,233,2022-07-16,Sevilla,True,2247.04,CERRADA,Luis,Rodríguez
797,SIN000797,233,233,233,2020-02-16,Barcelona,True,2653.42,CERRADA,Luis,Rodríguez
798,SIN000798,234,234,234,2023-03-26,Valencia,True,1924.77,CERRADA,Juan,Martínez
799,SIN000799,234,234,234,2023-07-30,Sevilla,True,2055.57,CERRADA,Juan,Martínez
800,SIN000800,235,235,235,2022-11-24,Madrid,True,958.65,CERRADA,Ana,Rodríguez
801,SIN000801,235,235,235,2024-09-16,Madrid,False,1546.95,CERRADA,Ana,Rodríguez
802,SIN000802,235,235,235,2024-11-27,Barcelona,False,3959.93,ABIERTA,Ana,Rodríguez
803,SIN000803,241,241,241,2021-11-06,Barcelona,True,3635.67,CERRADA,Ana,López
804,SIN000804,244,244,244,2023-12-31,Valencia,False,2002.67,CERRADA,Miguel,Sánchez
805,SIN000805,244,244,244,2023-09-29,Valencia,False,2109.64,ABIERTA,Miguel,Sánchez
806,SIN000806,244,244,244,2022-10-24,Madrid,True,3360.05,ABIERTA,Miguel,Sánchez
807,SIN000807,245,245,245,2021-05-07,Valencia,True,1525.52,ABIERTA,Ana,López
808,SIN000808,245,245,245,2021-03-19,Barcelona,True,568.64,EN_TRAMITE,Ana,López
809,SIN000809,245,245,245,2021-11-22,Valencia,True,3162.65,ABIERTA,Ana,López
810,SIN000810,252,252,252,2022-08-05,Barcelona,False,888.0,EN_TRAMITE,Ana,Martínez
811,SIN000811,252,252,252,2023-03-26,Madrid,False,1337.46,CERRADA,Ana,Martínez
812,SIN000812,253,253,253,2020-08-01,Madrid,False,2512.96,CERRADA,Luis,García
813,SIN000813,253,253,253,2022-06-05,Barcelona,True,3758.81,EN_TRAMITE,Luis,García
814,SIN000814,254,254,254,2023-01-02,Valencia,False,3225.6,EN_TRAMITE,Carlos,Rodríguez
815,SIN000815,254,254,254,2024-09-15,Barcelona,True,3104.1,EN_TRAMITE,Carlos,Rodríguez
816,SIN000816,255,255,255,2023-04-19,Sevilla,False,3011.22,CERRADA,Luis,López
817,SIN000817,256,256,256,2022-04-02,Barcelona,True,1467.7,CERRADA,Laura,Sánchez
818,SIN000818,256,256,256,2022-10-12,Sevilla,True,3033.56,CERRADA,Laura,Sánchez
819,SIN000819,256,256,256,2021-12-22,Valencia,True,2704.65,ABIERTA,Laura,Sánchez
820,SIN000820,258,258,258,2020-03-24,Madrid,False,2927.88,EN_TRAMITE,Miguel,González
821,SIN000821,258,258,258,2020-02-18,Barcelona,False,2728.29,CERRADA,Miguel,González
822,SIN000822,258,258,258,2022-08-26,Madrid,False,1902.88,CERRADA,Miguel,González
